Id;date;order_number;place;t_c;order_count;branch
163;1706054400000;79491;3;Самовывоз;1;Купи Флакон
164;1706054400000;79314;2;Сдек;1;Купи Флакон
165;1706054400000;79465;2;DPD;1;Купи Флакон
166;1706054400000;79458;8;DPD;1;Купи Флакон
167;1706054400000;79529;1;Ярмарка мастеров;1;Маркетплейс
168;1706140800000;79510;1;Boxberry;1;Купи Флакон
169;1706140800000;79548;1;Самовывоз;1;Купи Флакон
170;1706140800000;79530;14;Самовывоз;1;Купи Флакон
171;1706140800000;79479;7;Самовывоз;1;Купи Флакон
172;1706140800000;79444;1;Сдек;1;Купи Флакон
173;1706140800000;79451;1;Сдек;1;Купи Флакон
174;1706140800000;79381;1;Сдек;1;Купи Флакон
175;1706140800000;79375;2;Сдек;1;Купи Флакон
176;1706140800000;79533;9;Сдек;1;Купи Флакон
177;1706140800000;79524;1;Почта России;1;Купи Флакон
178;1706140800000;79467;1;Почта России;1;Купи Флакон
179;1706140800000;79365;2;DPD;1;Купи Флакон
180;1706227200000;79543;2;DPD;1;Купи Флакон
181;1706227200000;79562;1;Самовывоз;1;Купи Флакон
182;1706227200000;76552;2;Самовывоз;1;Купи Флакон
183;1706227200000;79534;1;Самовывоз;1;Купи Флакон
184;1706227200000;79547;1;Самовывоз;1;Купи Флакон
185;1706227200000;79554;1;Почта России;1;Купи Флакон
186;1706227200000;79538;34;Самовывоз;1;Купи Флакон
187;1706227200000;79545;2;Сдек;1;Купи Флакон
188;1706227200000;79306;2;Сдек;1;Купи Флакон
189;1706486400000;0;67;Wildberries;67;Маркетплейс
190;1706486400000;79605;2;Самовывоз;1;Купи Флакон
191;1706486400000;79592;8;Самовывоз;1;Купи Флакон
192;1706486400000;79585;15;Самовывоз;1;Купи Флакон
193;1706486400000;79556;1;Самовывоз;1;Купи Флакон
194;1706486400000;79560;1;Почта России;1;Купи Флакон
195;1706486400000;79581;1;Почта России;1;Купи Флакон
196;1706486400000;79583;1;Почта России;1;Купи Флакон
197;1706486400000;79577;1;Boxberry;1;Купи Флакон
198;1706486400000;79606;1;Boxberry;1;Купи Флакон
199;1706486400000;79569;3;DPD;1;Купи Флакон
200;1706486400000;79484;3;DPD;1;Купи Флакон
201;1706486400000;79356;1;Сдек;1;Купи Флакон
202;1706486400000;79382;2;DPD;1;Купи Флакон
203;1706572800000;79620;1;Самовывоз;1;Купи Флакон
204;1706572800000;79609;1;Самовывоз;1;Купи Флакон
205;1706572800000;79500;1;Самовывоз;1;Купи Флакон
206;1706572800000;79615;2;Самовывоз;1;Купи Флакон
207;1706572800000;79600;2;Самовывоз;1;Купи Флакон
208;1706572800000;79497;5;Самовывоз;1;Купи Флакон
209;1706572800000;79614;1;Сдек;1;Купи Флакон
210;1706572800000;79515;7;Сдек;1;Купи Флакон
211;1706572800000;79608;1;Boxberry;1;Купи Флакон
212;1706572800000;79624;1;Boxberry;1;Купи Флакон
213;1706572800000;79617;3;DPD;1;Купи Флакон
214;1706572800000;79591;2;DPD;1;Купи Флакон
215;1706572800000;79565;2;ПЭК;1;Купи Флакон
216;1706659200000;79528;1;DPD;1;Купи Флакон
217;1706659200000;79689;2;Самовывоз;1;Купи Флакон
218;1706659200000;76504;8;Самовывоз;1;Купи Флакон
219;1706659200000;79478;1;Самовывоз;1;Купи Флакон
220;1706659200000;79584;5;DPD;1;Купи Флакон
221;1706659200000;79635;20;DPD;1;Купи Флакон
222;1706659200000;79691;3;DPD;1;Купи Флакон
223;1706659200000;79687;1;Сдек;1;Купи Флакон
224;1706659200000;79674;1;Сдек;1;Купи Флакон
225;1706659200000;79659;1;Сдек;1;Купи Флакон
226;1706745600000;79661;2;Сдек;1;Купи Флакон
227;1706745600000;79685;3;Самовывоз;1;Купи Флакон
228;1706745600000;7968;3;Самовывоз;1;Купи Флакон
229;1706745600000;79699;1;Самовывоз;1;Купи Флакон
230;1706745600000;79281;4;Самовывоз;1;Купи Флакон
231;1706745600000;79686;1;Самовывоз;1;Купи Флакон
232;1706745600000;79574;1;Boxberry;1;Купи Флакон
233;1706745600000;79680;1;Boxberry;1;Купи Флакон
234;1706745600000;79671;1;DPD;1;Купи Флакон
235;1706745600000;79374;2;DPD;1;Купи Флакон
236;1706745600000;79636;1;Сдек;1;Купи Флакон
237;1706832000000;79446;4;DPD;1;Купи Флакон
238;1706832000000;79716;2;DPD;1;Купи Флакон
239;1706832000000;79745;1;Самовывоз;1;Купи Флакон
240;1706832000000;79417;3;Самовывоз;1;Купи Флакон
241;1706832000000;79673;1;Сдек;1;Купи Флакон
242;1706832000000;79706;1;Сдек;1;Купи Флакон
243;1706832000000;79622;2;DPD;1;Купи Флакон
244;1706832000000;79719;14;DPD;1;Купи Флакон
245;1706832000000;79676;1;Сдек;1;Купи Флакон
246;1706832000000;79710;1;Сдек;1;Купи Флакон
247;1706832000000;79692;1;Сдек;1;Купи Флакон
248;1706832000000;79598;1;Сдек;1;Купи Флакон
249;1706832000000;79693;28;DPD;1;Купи Флакон
250;1707091200000;79711;1;Почта России;1;Купи Флакон
251;1707091200000;79731;1;Самовывоз;1;Купи Флакон
252;1707091200000;79788;1;Самовывоз;1;Купи Флакон
253;1707091200000;79781;1;Самовывоз;1;Купи Флакон
254;1707091200000;79754;1;Самовывоз;1;Купи Флакон
255;1707091200000;79688;1;Самовывоз;1;Купи Флакон
256;1707091200000;79733;1;Boxberry;1;Купи Флакон
257;1707091200000;79753;1;Boxberry;1;Купи Флакон
258;1707091200000;79755;1;Boxberry;1;Купи Флакон
259;1707091200000;79708;1;Boxberry;1;Купи Флакон
260;1707091200000;79739;1;Boxberry;1;Купи Флакон
261;1707091200000;79727;1;Boxberry;1;Купи Флакон
262;1707091200000;79704;2;DPD;1;Купи Флакон
263;1707091200000;75909;1;DPD;1;Купи Флакон
264;1707091200000;79742;24;DPD;1;Купи Флакон
265;1707091200000;0;28;Wildberries;28;Маркетплейс
266;1707177600000;79778;1;Boxberry;1;Купи Флакон
267;1707177600000;79774;1;Boxberry;1;Купи Флакон
268;1707177600000;79717;1;Boxberry;1;Купи Флакон
269;1707177600000;79820;1;Самовывоз;1;Купи Флакон
270;1707177600000;79777;1;Самовывоз;1;Купи Флакон
271;1707177600000;79722;1;Самовывоз;1;Купи Флакон
272;1707177600000;79655;1;Сдек;1;Купи Флакон
273;1707177600000;79792;2;Самовывоз;1;Купи Флакон
274;1707177600000;79801;1;Деловые линии;1;Купи Флакон
275;1707177600000;79794;2;ПЭК;1;Купи Флакон
276;1707177600000;79812;1;ПЭК;1;Купи Флакон
277;1707177600000;79773;2;ПЭК;1;Купи Флакон
278;1707177600000;79825;1;Самовывоз;1;Купи Флакон
279;1707177600000;79672;5;DPD;1;Купи Флакон
280;1707177600000;79793;4;DPD;1;Купи Флакон
281;1707177600000;79780;1;Сдек;1;Купи Флакон
282;1707177600000;79775;1;Сдек;1;Купи Флакон
